PWS_NAME,PWSID,WDCODE,SOURCE,CONNECTIONS,TYPE,AREA,OWNERSHIP,Shape_STAr,Shape_STLe,Basin_count,BasinNo,AB3030,ABTOC,Abmonth,SB1938,SBTOC,Sbmonth,no.irwms,IWRM,MPTOC1,name.irwm1,IRWMorg1,MPTOC2,name.irwmp2,IRWMorg2,MPTOC3,name.irwmp3,IRWMorg3,member
Tehama County Flood Control and Water Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,5-21.55,1,11/20/1996,47,1,2012,132,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Tehama County Flood Control and Water Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,5-21.56,1,11/20/1996,47,1,2012,132,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Tehama County Flood Control and Water Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5-21.50,1,11/20/1996,47,1,2012,132,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Tehama County Flood Control and Water Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5-21.57,1,11/20/1996,47,1,2012,132,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Tehama Water District,NA,2454,NA,NA,NA,NA,NA,528966.1153,2895.502358,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tejon - Castac Water District,NA,2455,NA,NA,NA,NA,NA,21346963.31,40264.63857,NA,NA,0,NA,NA,0,NA,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
Temescal Valley Water District,3310074,NA,Surface Water Purchased,4694,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Templeton Community Services District,4010019,2457,Groundwater,2776,Community,Residential Area,Local,13122085.03,29829.33675,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
Terra Bella Irrigation District,5410038,2460,Surface Water,793,Community,Residential Area,Local,56171330.22,110136.9288,NA,NA,1,3/24/1995,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Teviston Community Service District,5400641,2464,Groundwater,105,Community,Residential Area,Local,774960.1625,5373.845539,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Thermalito Irrigation District,NA,2465,NA,NA,NA,NA,NA,251948.3142,5134.494096,84,5-21.59,1,3/29/1995,NA,0,NA,NA,1,1,5/14/2014,Northern Sacramento Valley,60,,,NA,,,,NA
Thermalito Water & Sewer District,410008,2466,Surface Water,2899,Community,Residential Area,Local,57682801.31,75336.7091,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Thomes Creek Water District,NA,2468,NA,NA,NA,NA,NA,2214286.812,8275.895795,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Thousand Oaks  City Of,5610020,2469,Surface Water Purchased,16951,Community,Residential Area,Local,43013095.58,53806.53611,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Three Rivers Community Service District,NA,2471,NA,NA,NA,NA,NA,22805995.43,49318.00788,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Three Valleys Municipal Water District,1910041,2473,Surface Water,12,Community,Wholesaler (Sells Water),Local,351507452.9,110869.131,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Thunderbird Community Water District,3600306,2474,Groundwater,325,Community,Residential Area,Local,5087579.662,11211.36432,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tia Juana Valley County Water District,NA,2475,NA,NA,NA,NA,NA,21383432.67,33705.19471,NA,NA,1,2/7/1995,,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tierra Buena Community Services District,NA,2875,NA,NA,NA,NA,NA,146090.1189,1529.187593,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Timber Cove County Water District,4900584,2480,Surface Water,165,Community,Residential Area,Local,2167457.1,8752.046302,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tipton Community Service District,5410014,2481,Groundwater,600,Community,Residential Area,Local,2575421.287,6419.555657,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tisdale Irrigation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,5-21.62,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Torrance  City Of,1910213,2487,Surface Water Purchased,25992,Community,Residential Area,Local,41500361.82,40807.92051,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Town Of Fort Jones,4710003,NA,Groundwater,342,Community,Recreation Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Trabuco Canyon Water District,3010094,2490,Surface Water Purchased,3962,Community,Residential Area,Local,31208833.88,48873.80344,NA,NA,1,5/1/1994,NA,0,NA,NA,1,1,6/7/2005,South Orange County ,29,,,NA,,,,NA
Tract 92 Community Services District,NA,2495,NA,NA,NA,NA,NA,296947.0417,2454.1394,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tracy  City Of,3910011,2496,Surface Water,23451,Community,Residential Area,Local,36813662.51,53717.48455,NA,NA,1,5/21/1996,NA,1,4/17/2007,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Tranquility Irrigation District,1010030,2499,Groundwater,348,Community,Residential Area,Local,43305066.3,29309.59738,26,5-22.07,1,12/5/1997,59,1,7/21/2009,91,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,37
Tranquility Public Utility District,NA,2500,NA,NA,NA,NA,NA,521905.3527,8301.905262,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tres Pinos County Water District,3500509,2505,Groundwater,113,Community,Residential Area,Local,978965.8427,6478.972087,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tri - Cities Municipal Water District,NA,2506,NA,NA,NA,NA,NA,58241755.87,80696.59065,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Trinidad City OF,1210018,NA,Surface Water,315,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Trinity County Water District No 01,5310002,2507,Surface Water,540,Community,Residential Area,Local,11894542.38,15801.62788,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Triunfo Sanitation District,NA,1763,NA,NA,NA,NA,NA,11273598.83,13468.92677,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tri-valley Water District,NA,2511,NA,NA,NA,NA,NA,9404547.37,30290.57588,NA,NA,1,10/27/1997,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Truckee-donner Public Utilities District,2910003,4669,Groundwater,12546,Community,Residential Area,Local,131606.4768,1653.906834,NA,NA,1,1/31/1995,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tulare  City Of,5410015,2516,Groundwater,18653,Community,Residential Area,Local,49638419.58,43792.60294,NA,NA,0,NA,NA,0,NA,NA,11,1,8/30/2007,Kaweah ,9,,,NA,,,,NA
Tulare Irrigation District,NA,2518,NA,NA,NA,NA,NA,274538963.1,146425.7775,NA,NA,0,NA,NA,1,9/2/2010,NA,,1,8/30/2007,Kaweah ,9,,,NA,,,,NA
Tulare Lake Basin Water Service District,NA,2519,NA,NA,NA,NA,NA,767987785.1,161747.8538,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tulare Lake Bed Coordinated,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5-22.11,1,12/12/1995,25.5,1,7/27/2012,127,NA,0,NA,NA,NA,,,NA,,,,NA
Tulare Lake Bed Coordinated,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5-22.12,1,12/12/1995,25.5,1,7/27/2012,127,NA,0,N/A,,0,,,NA,,,,NA
Tulelake  City Of,4710010,2520,Groundwater,484,Community,Recreation Area,Local,390323365.2,99266.07223,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tulelake Irrigation District,NA,2521,NA,NA,NA,NA,NA,390320814.6,99266.21599,91,1-2.01,0,N/A,NA,1,9/12/2011,116.5,NA,0,NA,NA,NA,,,NA,,,,1700
Tuolumne Utilities District,5510001,4483,Surface Water & Groundwater,13440,Community,Residential Area,Local,1497711.175,8037.456389,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Turlock  City Of,5010019,2524,Groundwater,18497,Community,Residential Area,Local,30116402.25,61559.36669,NA,NA,1,10/14/1997,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Turlock Groundwater Basin Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,5-22.03,1,10/14/1997,57.5,1,3/18/2008,74.5,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Turlock Irrigation District,5000010,2525,Surface Water,77,Community,Residential Area,Local,758132956.8,224466.2448,NA,NA,1,10/14/1997,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Turner Island Water District,NA,2526,NA,NA,NA,NA,NA,31237260.17,30639.45473,NA,NA,0,NA,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Tustin  City Of,3010046,2528,Surface Water Purchased,14168,Community,Other Area,Local,22249190.72,28285.2727,NA,NA,0,NA,NA,0,NA,NA,1,1,9/1/2012,Central Orange County,12,,,NA,,,,NA
Twain Harte Community Services District,5510005,2522,Surface Water,1572,Community,Residential Area,Local,3318416.424,12662.23861,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2013,Tuolomne-Stanislaus,28,,,NA,,,,NA
Twentynine Palms Water District,3610049,2530,Groundwater,8061,Community,Residential Area,Local,228984953.2,105676.6264,NA,NA,1,10/24/2001,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Ukiah  City Of,2310003,2536,Surface Water,4781,Community,Residential Area,Local,12105807.9,22772.458,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Union Public Utility District,510001,4169,Surface Water,1521,Community,Residential Area,Local,50214347.4,60253.29456,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2013,Tuolomne-Stanislaus,28,,,NA,,,,NA
United Water Conservation District,5610046,2540,Surface Water,15,Community,Wholesaler (Sells Water),Local,860024394.2,232634.486,NA,NA,0,NA,NA,1,11/1/2011,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Upland  City Of,3610050,2541,Surface Water,18370,Community,Residential Area,Local,40360121.34,29131.09213,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Upper Lake County Water District,1710009,2542,Groundwater,407,Community,Secondary Residences,Local,1213496.664,8100.077168,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Upper San Gabriel Valley Municipal  Water District,NA,2543,NA,NA,NA,NA,NA,10317244.29,26654.72152,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Vacaville  City Of,4810008,2597,Surface Water,26734,Community,Residential Area,Local,74119026.54,77345.8893,107,5-21.66,1,2/14/1995,26.5,1,2/1/2011,109,,1,7/2/2014,Westside Sacramento,15,,,NA,,,,NA
Vallecitos Water District,3710002,2602,Surface Water Purchased,20519,Community,Other Residential Area,Local,112753095.1,121322.9841,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Vallejo  City Of,4810007,2603,Surface Water,36265,Community,Residential Area,Local,87759283.05,83228.29365,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Valley Center Municipal Water District,3710026,2604,Surface Water Purchased,9679,Community,Other Residential Area,Local,260908192.3,124714.5789,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Valley Community Water District,1910009,2605,Groundwater,12462,Community,Residential Area,Local,23786600.5,35661.35952,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Valley Of The Moon Water District,4910013,2610,Groundwater,6912,Community,Residential Area,Local,30584432.92,58082.11002,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Valley Springs Public Utilities District,510010,2611,Groundwater,256,Community,Residential Area,Local,434353.3368,3158.679346,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Vandalia Irrigation District,NA,2621,NA,NA,NA,NA,NA,6023424.663,23900.24859,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Vandenberg Village Community Services District,4210017,2622,Groundwater,2473,Community,Residential Area,Local,5935428.431,12301.3345,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Ventura City Of,5610017,NA,Surface Water,31987,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Ventura County Water Works District,5610018,2630,Surface Water Purchased,37633,Community,Residential Area,Local,57796966,46632.3972,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Ventura River County Water District,5610022,2632,Surface Water,2582,Community,Residential Area,Local,8956003.038,44884.83831,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,NA
Vernon  City Of,1910167,2633,Surface Water Purchased,1001,Community,Industrial/Agricultural,Local,11318156.57,19641.58574,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Victor Valley Water District,NA,2634,NA,NA,NA,NA,NA,108880777.2,59632.63968,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Victorville Water District,3610052,2635,Groundwater,33833,Community,Residential Area,Local,101438.7742,1389.034468,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Visalia  City Of,NA,2647,NA,NA,NA,NA,NA,69987396.45,126972.0638,NA,NA,0,NA,NA,0,NA,NA,1,1,8/30/2007,Kaweah ,9,,,NA,,,,NA
Vista Irrigation District,3710027,2649,Surface Water,28246,Community,Other Residential Area,Local,86777871.13,105402.4695,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Volcano Community Service District,300016,2650,Groundwater under direct influence,80,Community,Residential Area,Local,182523.7922,1663.45354,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,NA
Volta Community Services District,2400201,NA,Groundwater,42,Community,Residential Area,Mixed,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Walker Ranch Community Service District,3205001,2654,Groundwater,15,Community,Residential Area,Local,11294330.01,17015.95622,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Wallace Community Services District,NA,4654,NA,NA,NA,NA,NA,1739630.816,6126.804727,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Waller Tract Water District,NA,2658,NA,NA,NA,NA,NA,97538.02525,1229.787958,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Walnut Valley Water District,1910234,2661,Surface Water Purchased,26750,Community,Residential Area,Local,73452611.07,43691.06981,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Wasco  City Of,1510021,2662,Groundwater,4692,Community,Residential Area,Local,20907195.08,35890.11268,NA,NA,0,NA,NA,0,NA,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
Washington Water District,NA,2666,NA,NA,NA,NA,NA,5227885.915,12055.00702,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Water Facilities Authority (JPA),3610006,NA,Surface Water,7,Community,Wholesaler (Sells Water),Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Waterford City Of,5010006,NA,Groundwater,2725,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Watsonville  City Of,4410011,2669,Surface Water,14328,Community,Residential Area,Local,17870995.78,39499.92145,NA,NA,0,NA,NA,0,NA,NA,1,1,8/27/2014,Santa Cruz,11,,,NA,,,,NA
Weaverville Community Services District,5310001,2672,Surface Water,1577,Community,Wholesaler (Sells Water),Local,31406257.79,45978.3419,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Weed City Of,4710009,NA,Groundwater,1197,Community,Recreation Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Weott Community Services District,1200553,2674,Surface Water,127,Community,Residential Area,Local,1200100.895,5027.837247,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
West Basin Municipal Water District,NA,2675,NA,NA,NA,NA,NA,433173910.5,388540.1119,NA,NA,0,NA,NA,0,NA,NA,1,1,12/13/2006,Greater Los Angeles County,16,,,NA,,,,NA
West Covina  City Of,NA,2676,NA,NA,NA,NA,NA,11676913.42,17276.05566,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
West Kern Water District,1510022,2679,Groundwater,7654,Community,Wholesaler (Sells Water),Local,825578544.8,298665.4984,NA,NA,1,2/1/1997,NA,0,NA,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
West Patton Village Community Service District,1805009,2682,Groundwater Purchased,155,Community,Residential Area,Local,283721.3378,2487.852277,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
West Sacramento  City Of,5710003,2683,Surface Water,12362,Community,Residential Area,Local,58979653.58,36190.04036,NA,NA,0,NA,NA,0,NA,NA,2,1,7/1/2007,Yolo County,11,7/11/2013,American River Basin IRWMP,21,,,,NA
West San Bernardino County Water District,NA,2684,NA,NA,NA,NA,NA,75696010.57,95484.57395,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
West Side Irrigation District,NA,2686,NA,NA,NA,NA,NA,25255448.39,51306.1879,NA,NA,0,NA,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
West Stanislaus Irrigation District,NA,2688,NA,NA,NA,NA,NA,87706643.07,81511.73555,NA,NA,1,5/21/1996,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
West Valley County Water District,1909006,2689,Groundwater,224,Community,Residential Area,Local,6136238.379,12418.45271,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
West Valley Water District,3610004,2690,Surface Water,19712,Community,Residential Area,Local,75695216.96,95485.78457,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Westborough County Water District,4110027,2691,Surface Water Purchased,3880,Community,Residential Area,Local,2511261.382,8393.718445,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Western Canal Water District,NA,2693,NA,NA,NA,NA,NA,393.2091236,366.3944982,84,5-21.59,1,3/21/1995,27,1,10/1/2005,45,2,1,5/14/2014,Northern Sacramento Valley,60,12/12/2006,Sacramento Valley,33,,,,NA
Western Canal Water District,NA,2693,NA,NA,NA,NA,NA,393.2091236,366.3944982,39,5-21.58,1,3/21/1995,27,1,10/1/2005,45,2,1,5/14/2014,Northern Sacramento Valley,60,12/12/2006,Sacramento Valley,33,,,,NA
Western Hills Water District,5010039,2695,Surface Water,1000,Community,Residential Area,Local,20840862.34,22885.49175,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Western Municipal Water District,3310049,2697,Surface Water Purchased & Groundwater,26182,Community,Residential Area,Local,237630709.7,121794.3471,NA,NA,0,NA,NA,0,NA,NA,1,1,4/17/2007,Santa Ana Watershed,5,,,NA,,,,"24,000"
Western Placer Irrigation District,NA,2698,NA,NA,NA,NA,NA,25862026.24,39086.79588,24,5-21.64,1,10/1/1998,69,1,8/1/2007,67,NA,0,NA,NA,NA,,,NA,,,,140000
Westhaven Community Service District,1210024,2700,Surface Water,205,Community,Other Area,Local,1580114.85,7848.03454,NA,NA,0,NA,NA,0,NA,NA,1,1,7/1/2014,North Coast,74,,,NA,,,,NA
Westlands Water District,NA,2703,NA,NA,NA,NA,NA,2486366862,396712.4576,27,5-22.12,1,9/8/1996,44,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,700
Westlands Water District,NA,2703,NA,NA,NA,NA,NA,2486366862,396712.4576,22,5-22.09,1,9/8/1996,44,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,700
Westley Community Service District,5000408,NA,Groundwater Purchased,35,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Westminster City Of,3010064,2704,Surface Water Purchased,20362,Community,Other Area,Local,26831214.96,41793.85882,NA,NA,0,NA,NA,0,NA,NA,1,1,2/1/2011,North Orange County,33,,,NA,,,,NA
Westmorland  City Of,1310008,2705,Surface Water Purchased,517,Community,Other Residential Area,Local,1708155.012,8874.747824,NA,NA,0,NA,NA,0,NA,NA,1,1,10/1/2012,Imperial,9,,,NA,,,,NA
Westport County Water District,NA,4063,NA,NA,NA,NA,NA,732898.5722,4782.069476,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Westridge Community Service District,NA,2706,NA,NA,NA,NA,NA,219770.416,1876.258776,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Westside Water District,NA,2709,NA,NA,NA,NA,NA,1281708.768,4688.241622,57,5-21.52,1,2/10/2000,85,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,53
Westwood Community Service District,1810002,2711,Groundwater,785,Community,Residential Area,Local,10821158.88,15242.31746,NA,NA,0,NA,NA,0,NA,NA,1,1,11/18/2016,Upper Feather River Watershed,36,,,NA,,,,NA
Wheatland City Of,5810004,2712,Groundwater,1258,Community,Other Area,Local,1822473.895,10347.72498,NA,NA,0,NA,NA,0,NA,NA,1,1,2/1/2008,Yuba County,27,,,NA,,,,NA
Wheatland Water District,NA,2713,NA,NA,NA,NA,NA,59087951.76,62211.99509,119,5-21.61,1,3/1/2005,146,1,12/28/2010,108,1,1,2/1/2008,Yuba County,27,,,NA,,,,12439
Wheeler Ridge - Maricopa Water Storage District,NA,2715,NA,NA,NA,NA,NA,616095546.4,377504.9342,NA,NA,0,NA,NA,1,11/1/2007,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
Whittier  City Of,1910173,2723,Groundwater,11357,Community,Residential Area,Local,16748155.94,32906.31386,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Widren Water District,NA,2724,NA,NA,NA,NA,NA,3469356.072,11606.10655,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Williams  City Of,610004,2734,Groundwater,1324,Community,Residential Area,Local,3881823.75,9723.06448,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Willits City Of,2310004,NA,Surface Water,2356,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Willow County Water District,2310005,2738,Groundwater,1069,Community,Residential Area,Local,10998582.66,29113.9438,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Willow Creek Community Services District,1210015,2739,Groundwater under direct influence,932,Community,Residential Area,Local,28890580.95,35928.57947,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Willow Creek Mutual Water District,NA,2740,NA,NA,NA,NA,NA,2074101.67,29205.05483,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Windsor  Town Of,4910017,2751,Groundwater,8837,Community,Residential Area,Local,18195297.41,29434.86589,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Winterhaven County Water District,1300009,2754,Groundwater,128,Community,Residential Area,Local,650598.486,3620.230865,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Winters  City Of,5710005,2756,Groundwater,2025,Community,Residential Area,Local,6066245.289,18794.82281,NA,NA,0,NA,NA,0,NA,NA,1,1,7/1/2007,Yolo County,11,,,NA,,,,NA
Winton Water And Sanitary District,2410010,2757,Groundwater,3081,Community,Residential Area,Local,3651100.699,12441.56943,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Wllits  City Of,NA,4065,NA,NA,NA,NA,NA,6582000.146,17100.86726,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Woodbridge Irrigation District,NA,2762,NA,NA,NA,NA,NA,57169393.71,232702.7318,NA,NA,0,NA,NA,1,9/22/2004,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
Woodbridge Water Users Water Conservation District,NA,2763,NA,NA,NA,NA,NA,144869560.3,282634.2833,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Woodlake  City Of,5410020,2765,Groundwater,2294,Community,Residential Area,Local,7024886.764,27258.79416,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Woodland  City Of,5710006,2766,Groundwater,14355,Community,Residential Area,Local,40419967.91,33876.18083,NA,NA,0,NA,NA,1,4/15/2011,NA,2,1,7/1/2007,Yolo County,11,7/2/2014,Westside Sacramento,15,,,,NA
Woodland Davis Clean Water Agency,5710012,NA,Unknown,2,Community,Wholesaler (Sells Water),Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1,7/1/2007,Yolo County,11,,,NA,,,,NA
Woodside Water Agency,NA,2771,NA,NA,NA,NA,NA,787034.8958,6422.054091,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Woodville Public Utilities District,5410025,2773,Groundwater,483,Community,Residential Area,Local,1360899.63,9038.896488,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Yolo County Flood Control and Water Conservation District,NA,2779,NA,NA,NA,NA,NA,834372058.5,225680.9717,57,5-21.52,1,10/1/2000,93,1,6/1/2006,53,2,1,7/1/2007,Yolo County,11,12/12/2006,Sacramento Valley,33,,,,158
